sample_id,family_id,well_id,depth_m,fold_id,truth_model_domain,prediction_model_domain,truth_physical,prediction_physical_unclipped,prediction_physical_bounded
reservoir_property_p51_r1-53b0c2d8b1aa1f1043ea,15/9-19,15/9-19 A,3886.5048,1,0.20429700613,0.204859950523,0.20429700613,0.204859950523,0.204859950523
reservoir_property_p51_r1-21d9afbf8716251e6dcf,15/9-19,15/9-19 A,3888.6384,1,0.214050993323,0.221570356498,0.214050993323,0.221570356498,0.221570356498
reservoir_property_p51_r1-b410868ca057738d21a3,15/9-19,15/9-19 A,3890.772,1,0.214028999209,0.215143141014,0.214028999209,0.215143141014,0.215143141014
reservoir_property_p51_r1-029c92d38f813b260b8c,15/9-19,15/9-19 A,3892.9056,1,0.208868995309,0.192126616909,0.208868995309,0.192126616909,0.192126616909
reservoir_property_p51_r1-fd8572584c089825c58d,15/9-19,15/9-19 A,3895.0392,1,0.18281699717,0.202750759521,0.18281699717,0.202750759521,0.202750759521
reservoir_property_p51_r1-4a98aad73b54e05450d6,15/9-19,15/9-19 A,3897.1728,1,0.1956499964,0.216890700264,0.1956499964,0.216890700264,0.216890700264
reservoir_property_p51_r1-5222af628774f4d29812,15/9-19,15/9-19 A,3899.3064,1,0.206758007407,0.215613930778,0.206758007407,0.215613930778,0.215613930778
reservoir_property_p51_r1-b24f628f40d9912a4a57,15/9-19,15/9-19 A,3901.44,1,0.195144996047,0.220343957373,0.195144996047,0.220343957373,0.220343957373
reservoir_property_p51_r1-98b0c25c053b60754842,15/9-19,15/9-19 A,3903.5736,1,0.178683996201,0.210760142734,0.178683996201,0.210760142734,0.210760142734
reservoir_property_p51_r1-15b0cc17d6f671ddad2f,15/9-19,15/9-19 A,3905.7072,1,0.19043700397,0.209540318362,0.19043700397,0.209540318362,0.209540318362
reservoir_property_p51_r1-37cd85bd1039f0fb621f,15/9-19,15/9-19 A,3907.8408,1,0.198365002871,0.207975724181,0.198365002871,0.207975724181,0.207975724181
reservoir_property_p51_r1-d7cfe2a01f79bc3bfdeb,15/9-19,15/9-19 A,3909.9744,1,0.22051499784,0.222843518236,0.22051499784,0.222843518236,0.222843518236
reservoir_property_p51_r1-1eb04d9daf364c9b0e78,15/9-19,15/9-19 A,3912.108,1,0.225328996778,0.233000929281,0.225328996778,0.233000929281,0.233000929281
reservoir_property_p51_r1-a1d5a592554ea15ffea6,15/9-19,15/9-19 A,3914.2416,1,0.197275996208,0.215494985142,0.197275996208,0.215494985142,0.215494985142
reservoir_property_p51_r1-95e15844b5ac76025022,15/9-19,15/9-19 A,3916.3752,1,0.219455003738,0.218360080729,0.219455003738,0.218360080729,0.218360080729
reservoir_property_p51_r1-5310a7e7b4271355abaa,15/9-19,15/9-19 A,3918.5088,1,0.179985001683,0.197090394277,0.179985001683,0.197090394277,0.197090394277
reservoir_property_p51_r1-a87bb0be089ebb81db40,15/9-19,15/9-19 A,3920.6424,1,0.0459179989994,0.147663462378,0.0459179989994,0.147663462378,0.147663462378
reservoir_property_p51_r1-2c827d5bf1b7b2c72471,15/9-19,15/9-19 A,3922.776,1,0.053015999496,0.11241499432,0.053015999496,0.11241499432,0.11241499432
reservoir_property_p51_r1-d7c43bb402ed0dfa7845,15/9-19,15/9-19 A,3924.9096,1,0.116140000522,0.123172552191,0.116140000522,0.123172552191,0.123172552191
reservoir_property_p51_r1-2fd3c77299aba260cbc2,15/9-19,15/9-19 A,3927.0432,1,0.0853589996696,0.135014347561,0.0853589996696,0.135014347561,0.135014347561
reservoir_property_p51_r1-482ca5e8f089f800b149,15/9-19,15/9-19 A,3929.1768,1,0.131126001477,0.150047761434,0.131126001477,0.150047761434,0.150047761434
reservoir_property_p51_r1-6368e91c7b49eb48f555,15/9-19,15/9-19 A,3931.3104,1,0.0341220013797,0.128375835882,0.0341220013797,0.128375835882,0.128375835882
reservoir_property_p51_r1-e245e2b7be260e10d89d,15/9-19,15/9-19 A,3933.444,1,0,0.109202514852,0,0.109202514852,0.109202514852
reservoir_property_p51_r1-c4646559245407a189bd,15/9-19,15/9-19 A,3935.5776,1,0.0954950004816,0.125199822288,0.0954950004816,0.125199822288,0.125199822288
reservoir_property_p51_r1-7288da4e92a9b94012df,15/9-19,15/9-19 A,3937.7112,1,0.1426499933,0.164043898253,0.1426499933,0.164043898253,0.164043898253
reservoir_property_p51_r1-7730fe1274b31c527544,15/9-19,15/9-19 A,3939.8448,1,0.0936499983072,0.146784517574,0.0936499983072,0.146784517574,0.146784517574
reservoir_property_p51_r1-4269d6afb067480d3d74,15/9-19,15/9-19 A,3941.9784,1,0.0751880034804,0.109888396679,0.0751880034804,0.109888396679,0.109888396679
reservoir_property_p51_r1-36d004f1b0ef6b98c067,15/9-19,15/9-19 A,3944.112,1,0.122137002647,0.10404722208,0.122137002647,0.10404722208,0.10404722208
reservoir_property_p51_r1-fc0b15025295be2d1721,15/9-19,15/9-19 A,3946.2456,1,0.0784379988909,0.107487740148,0.0784379988909,0.107487740148,0.107487740148
reservoir_property_p51_r1-6ce722e91999e30b030f,15/9-19,15/9-19 A,3948.3792,1,0.164849996567,0.141533122274,0.164849996567,0.141533122274,0.141533122274
reservoir_property_p51_r1-ef1ad8b8028fd49ddc4f,15/9-19,15/9-19 A,3950.5128,1,0.0665799975395,0.1478655799,0.0665799975395,0.1478655799,0.1478655799
reservoir_property_p51_r1-f3d652b75bda5eb9cbf2,15/9-19,15/9-19 A,3952.6464,1,0.185142993927,0.155570446885,0.185142993927,0.155570446885,0.155570446885
reservoir_property_p51_r1-abd5ddc6451bcbcdd444,15/9-19,15/9-19 A,3954.78,1,0.196407005191,0.171951183091,0.196407005191,0.171951183091,0.171951183091
reservoir_property_p51_r1-48f2e104933dfb6b8333,15/9-19,15/9-19 A,3956.9136,1,0.162184000015,0.167915407866,0.162184000015,0.167915407866,0.167915407866
reservoir_property_p51_r1-80d0cf104d57aaf84b64,15/9-19,15/9-19 A,3959.0472,1,0.174091994762,0.132760567293,0.174091994762,0.132760567293,0.132760567293
reservoir_property_p51_r1-e8971e133fc2020c291f,15/9-19,15/9-19 A,3961.1808,1,0.167555004358,0.135241839018,0.167555004358,0.135241839018,0.135241839018
reservoir_property_p51_r1-2a2dc31ff88488cd7591,15/9-19,15/9-19 A,3963.3144,1,0.145936995745,0.14407576248,0.145936995745,0.14407576248,0.14407576248
reservoir_property_p51_r1-5f9023d0346bb7db4d0c,15/9-19,15/9-19 BT2,4039.9716,1,0.201223000884,0.202352278751,0.201223000884,0.202352278751,0.202352278751
reservoir_property_p51_r1-17eb1e25bbbc88a94216,15/9-19,15/9-19 BT2,4042.1052,1,0.205118998885,0.202252087924,0.205118998885,0.202252087924,0.202252087924
reservoir_property_p51_r1-6c7658fe80039c29d01c,15/9-19,15/9-19 BT2,4044.2388,1,0.203121006489,0.201777805618,0.203121006489,0.201777805618,0.201777805618
reservoir_property_p51_r1-c4d972db396a804b6e68,15/9-19,15/9-19 BT2,4046.3724,1,0.192579001188,0.191833592982,0.192579001188,0.191833592982,0.191833592982
reservoir_property_p51_r1-0d5cf65e32752909676d,15/9-19,15/9-19 BT2,4048.506,1,0.209033995867,0.192453518876,0.209033995867,0.192453518876,0.192453518876
reservoir_property_p51_r1-83dd5d6464a142941499,15/9-19,15/9-19 BT2,4050.6396,1,0.221132993698,0.19408969368,0.221132993698,0.19408969368,0.19408969368
reservoir_property_p51_r1-f7a2682f45a52a1db059,15/9-19,15/9-19 BT2,4052.7732,1,0.179012998939,0.196344309075,0.179012998939,0.196344309075,0.196344309075
reservoir_property_p51_r1-f9ae65e0657a3121113a,15/9-19,15/9-19 BT2,4054.9068,1,0.237974002957,0.221987948953,0.237974002957,0.221987948953,0.221987948953
reservoir_property_p51_r1-db439f8c7b0d4bd04d6f,15/9-19,15/9-19 BT2,4057.0404,1,0.230647996068,0.223201941667,0.230647996068,0.223201941667,0.223201941667
reservoir_property_p51_r1-a7a18be6e023dabcb84e,15/9-19,15/9-19 BT2,4059.174,1,0.235387995839,0.219194295803,0.235387995839,0.219194295803,0.219194295803
reservoir_property_p51_r1-f18e185fd42e53603cbe,15/9-19,15/9-19 BT2,4061.3076,1,0.236452996731,0.209926000534,0.236452996731,0.209926000534,0.209926000534
reservoir_property_p51_r1-eca180adcf269306e40e,15/9-19,15/9-19 BT2,4063.4412,1,0.17386700213,0.195498228579,0.17386700213,0.195498228579,0.195498228579
reservoir_property_p51_r1-d55e2b07ae322ddacf1b,15/9-19,15/9-19 BT2,4065.5748,1,0.213553994894,0.200070669365,0.213553994894,0.200070669365,0.200070669365
reservoir_property_p51_r1-e5dffe3e0b960a8909f1,15/9-19,15/9-19 BT2,4067.7084,1,0.228830993176,0.210782913227,0.228830993176,0.210782913227,0.210782913227
reservoir_property_p51_r1-2942949578935c453b7d,15/9-19,15/9-19 BT2,4069.842,1,0.155164003372,0.170061253037,0.155164003372,0.170061253037,0.170061253037
reservoir_property_p51_r1-3fb7e0a49f7f424b71bd,15/9-19,15/9-19 BT2,4071.9756,1,0.100590996444,0.146856332214,0.100590996444,0.146856332214,0.146856332214
reservoir_property_p51_r1-0ef440a79a6c325b9485,15/9-19,15/9-19 BT2,4074.1092,1,0.226217001677,0.156795110297,0.226217001677,0.156795110297,0.156795110297
reservoir_property_p51_r1-8b0dfe4fd19568417549,15/9-19,15/9-19 BT2,4076.2428,1,0.00440199999139,0.106974417369,0.00440199999139,0.106974417369,0.106974417369
reservoir_property_p51_r1-61d8c6da5f43e3c3a8c9,15/9-19,15/9-19 BT2,4078.3764,1,0.211777001619,0.151230346226,0.211777001619,0.151230346226,0.151230346226
reservoir_property_p51_r1-2c435b2f5ec28e30c92a,15/9-19,15/9-19 BT2,4080.51,1,0.224849998951,0.198050533936,0.224849998951,0.198050533936,0.198050533936
reservoir_property_p51_r1-1492cd74a90b4db31f7c,15/9-19,15/9-19 BT2,4082.6436,1,0.206370994449,0.220829694133,0.206370994449,0.220829694133,0.220829694133
reservoir_property_p51_r1-e4c619aa61e7c9c4c69e,15/9-19,15/9-19 BT2,4084.7772,1,0.244029000401,0.218824138268,0.244029000401,0.218824138268,0.218824138268
reservoir_property_p51_r1-0407ee04f6ddb66a1a56,15/9-19,15/9-19 BT2,4086.9108,1,0.197995007038,0.202552292787,0.197995007038,0.202552292787,0.202552292787
reservoir_property_p51_r1-74439ba92582a84ba471,15/9-19,15/9-19 BT2,4089.0444,1,0.178880006075,0.200683569494,0.178880006075,0.200683569494,0.200683569494
reservoir_property_p51_r1-9bf9284f92d26be1d274,15/9-19,15/9-19 BT2,4091.178,1,0.184028998017,0.193671815119,0.184028998017,0.193671815119,0.193671815119
reservoir_property_p51_r1-645867ec61a985871c4c,15/9-19,15/9-19 BT2,4093.3116,1,0.187674000859,0.1887811953,0.187674000859,0.1887811953,0.1887811953
reservoir_property_p51_r1-cfdf9b0049feed6a747f,15/9-19,15/9-19 BT2,4095.4452,1,0.217658996582,0.198157961628,0.217658996582,0.198157961628,0.198157961628
reservoir_property_p51_r1-52b3257a3ea06c05215f,15/9-19,15/9-19 BT2,4097.5788,1,0.219420000911,0.208699198635,0.219420000911,0.208699198635,0.208699198635
reservoir_property_p51_r1-c192d53d443568006318,15/9-19,15/9-19 BT2,4099.7124,1,0.11505600065,0.161763154278,0.11505600065,0.161763154278,0.161763154278
reservoir_property_p51_r1-7e7e6dcc83e62f16b2a7,15/9-19,15/9-19 BT2,4101.846,1,0.138408005238,0.156795660277,0.138408005238,0.156795660277,0.156795660277
reservoir_property_p51_r1-8053c6131cedcb32f61b,15/9-19,15/9-19 BT2,4103.9796,1,0.0960500016809,0.166498259943,0.0960500016809,0.166498259943,0.166498259943
reservoir_property_p51_r1-fb3cceeb3a4ce1d6fd01,15/9-19,15/9-19 BT2,4106.1132,1,0.195068001747,0.184417629288,0.195068001747,0.184417629288,0.184417629288
reservoir_property_p51_r1-4e718ca88f4887b2bd0c,15/9-19,15/9-19 BT2,4108.2468,1,0.192855000496,0.200502799741,0.192855000496,0.200502799741,0.200502799741
reservoir_property_p51_r1-b418c56149f6ec7619f3,15/9-19,15/9-19 BT2,4110.3804,1,0.192865997553,0.203232616046,0.192865997553,0.203232616046,0.203232616046
reservoir_property_p51_r1-50ec9c8e748675c1780b,15/9-19,15/9-19 BT2,4112.514,1,0.200207993388,0.204337084139,0.200207993388,0.204337084139,0.204337084139
reservoir_property_p51_r1-61e6173eb6face567e7b,15/9-19,15/9-19 BT2,4114.6476,1,0.228245005012,0.211840882652,0.228245005012,0.211840882652,0.211840882652
reservoir_property_p51_r1-2b215e73c517e3d41ddc,15/9-19,15/9-19 BT2,4116.7812,1,0.218036994338,0.216957568982,0.218036994338,0.216957568982,0.216957568982
reservoir_property_p51_r1-b8eed999fd8eda807685,15/9-19,15/9-19 BT2,4118.9148,1,0.217847004533,0.225438252069,0.217847004533,0.225438252069,0.225438252069
reservoir_property_p51_r1-da56dacb5179280cfe8f,15/9-19,15/9-19 BT2,4121.0484,1,0.208003997803,0.225144528186,0.208003997803,0.225144528186,0.225144528186
reservoir_property_p51_r1-2670d98ab1ae8e8fa0c3,15/9-19,15/9-19 BT2,4123.182,1,0.213945001364,0.230281057526,0.213945001364,0.230281057526,0.230281057526
reservoir_property_p51_r1-bc5d03ad223768b5016a,15/9-19,15/9-19 BT2,4125.3156,1,0.221999004483,0.230000667463,0.221999004483,0.230000667463,0.230000667463
reservoir_property_p51_r1-be076e89fde786b423f8,15/9-19,15/9-19 BT2,4127.4492,1,0.222087994218,0.232415676539,0.222087994218,0.232415676539,0.232415676539
reservoir_property_p51_r1-56b8b3420a07934e1600,15/9-19,15/9-19 BT2,4129.5828,1,0.223922997713,0.225869478964,0.223922997713,0.225869478964,0.225869478964
reservoir_property_p51_r1-16ddefd7012a9ec1d84e,15/9-19,15/9-19 BT2,4131.7164,1,0.155542999506,0.220651343088,0.155542999506,0.220651343088,0.220651343088
reservoir_property_p51_r1-be453fb7f5b5fb6d6dc7,15/9-19,15/9-19 BT2,4133.85,1,0.219569995999,0.226608331784,0.219569995999,0.226608331784,0.226608331784
reservoir_property_p51_r1-0e5276b6055c5f46c990,15/9-19,15/9-19 BT2,4135.9836,1,0.19964300096,0.20770771907,0.19964300096,0.20770771907,0.20770771907
reservoir_property_p51_r1-75f3af5dea0fc3b8bc18,15/9-19,15/9-19 BT2,4138.1172,1,0.164483994246,0.181078752778,0.164483994246,0.181078752778,0.181078752778
reservoir_property_p51_r1-d8f352d5bffdfa9933a0,15/9-19,15/9-19 BT2,4140.2508,1,0.138761997223,0.187336759058,0.138761997223,0.187336759058,0.187336759058
reservoir_property_p51_r1-f57780042299ff0bb4c0,15/9-19,15/9-19 BT2,4142.3844,1,0.229856997728,0.217645511469,0.229856997728,0.217645511469,0.217645511469
reservoir_property_p51_r1-f7df0942c045e791ea97,15/9-19,15/9-19 BT2,4144.518,1,0.250030010939,0.23448971074,0.250030010939,0.23448971074,0.23448971074
reservoir_property_p51_r1-f77f21a917f8e2bb4453,15/9-19,15/9-19 BT2,4146.6516,1,0.217939004302,0.227505061044,0.217939004302,0.227505061044,0.227505061044
reservoir_property_p51_r1-90ae4a78ff185f815bbe,15/9-19,15/9-19 BT2,4148.7852,1,0.197704002261,0.250464467065,0.197704002261,0.250464467065,0.250464467065
reservoir_property_p51_r1-caf20a32eb1cce9b728d,15/9-19,15/9-19 BT2,4150.9188,1,0.221619993448,0.262233262846,0.221619993448,0.262233262846,0.262233262846
reservoir_property_p51_r1-b5581e403eb22a9df522,15/9-19,15/9-19 BT2,4153.0524,1,0.196095004678,0.222533250961,0.196095004678,0.222533250961,0.222533250961
reservoir_property_p51_r1-3fe00fa7843c63cb5069,15/9-19,15/9-19 BT2,4155.186,1,0.181486994028,0.214514278056,0.181486994028,0.214514278056,0.214514278056
reservoir_property_p51_r1-ee8199ff3b3d3a92dd3b,15/9-19,15/9-19 BT2,4157.3196,1,0.184889003634,0.22384807091,0.184889003634,0.22384807091,0.22384807091
reservoir_property_p51_r1-14303b1a409ae943241b,15/9-19,15/9-19 BT2,4159.4532,1,0.190715000033,0.228836159386,0.190715000033,0.228836159386,0.228836159386
reservoir_property_p51_r1-2424110cfa656c3e20ed,15/9-19,15/9-19 BT2,4161.5868,1,0.195078998804,0.218730991188,0.195078998804,0.218730991188,0.218730991188
reservoir_property_p51_r1-e4dcb87f43964bc42283,15/9-19,15/9-19 BT2,4163.7204,1,0.178709998727,0.20517906767,0.178709998727,0.20517906767,0.20517906767
reservoir_property_p51_r1-fa279f41172f2b46d8a7,15/9-19,15/9-19 BT2,4165.854,1,0.221122995019,0.220713687098,0.221122995019,0.220713687098,0.220713687098
reservoir_property_p51_r1-9a82322911d1538fb107,15/9-19,15/9-19 BT2,4167.9876,1,0.254124999046,0.236564786002,0.254124999046,0.236564786002,0.236564786002
reservoir_property_p51_r1-a5404e09df17407de685,15/9-19,15/9-19 BT2,4170.1212,1,0.22062599659,0.231349593789,0.22062599659,0.231349593789,0.231349593789
reservoir_property_p51_r1-b61032c8988d22de110d,15/9-19,15/9-19 BT2,4172.2548,1,0.259110987186,0.234579771872,0.259110987186,0.234579771872,0.234579771872
reservoir_property_p51_r1-5fd52a891c14eb2ec674,15/9-19,15/9-19 BT2,4174.3884,1,0.214303001761,0.210690958905,0.214303001761,0.210690958905,0.210690958905
reservoir_property_p51_r1-632b8d072ab14d84370f,15/9-19,15/9-19 BT2,4176.522,1,0.238958001137,0.206451639948,0.238958001137,0.206451639948,0.206451639948
reservoir_property_p51_r1-627fafe2433e9e258195,15/9-19,15/9-19 BT2,4178.6556,1,0,0.220743560062,0,0.220743560062,0.220743560062
reservoir_property_p51_r1-acc3e9ed568068a231eb,15/9-19,15/9-19 BT2,4180.7892,1,0.204510003328,0.194053907005,0.204510003328,0.194053907005,0.194053907005
reservoir_property_p51_r1-51047cca1addf691de5a,15/9-19,15/9-19 BT2,4182.9228,1,0.0679849982262,0.150852735534,0.0679849982262,0.150852735534,0.150852735534
reservoir_property_p51_r1-1778b37e8d76204de6b5,15/9-19,15/9-19 BT2,4185.0564,1,0,0.236156359323,0,0.236156359323,0.236156359323
reservoir_property_p51_r1-3732931f1dab15fb1ae8,15/9-19,15/9-19 BT2,4187.19,1,0.174287006259,0.208034901549,0.174287006259,0.208034901549,0.208034901549
reservoir_property_p51_r1-803d8dda07685417ac15,15/9-19,15/9-19 BT2,4189.3236,1,0.105690002441,0.116700053288,0.105690002441,0.116700053288,0.116700053288
reservoir_property_p51_r1-5d3a90b792abbdfd0416,15/9-19,15/9-19 BT2,4191.4572,1,0.0605509988964,0.0541990988008,0.0605509988964,0.0541990988008,0.0541990988008
reservoir_property_p51_r1-bc9998907f1ed9056af2,15/9-19,15/9-19 BT2,4193.5908,1,0.0309670008719,0.0449371219578,0.0309670008719,0.0449371219578,0.0449371219578
reservoir_property_p51_r1-3732ebca88252773d1c6,15/9-19,15/9-19 BT2,4195.7244,1,0.0765699967742,0.0401777100677,0.0765699967742,0.0401777100677,0.0401777100677
reservoir_property_p51_r1-a9cfe829449d62897cbd,15/9-19,15/9-19 SR,4269.9432,1,0,0.0889404538061,0,0.0889404538061,0.0889404538061
reservoir_property_p51_r1-ce358540f331435b66ce,15/9-19,15/9-19 SR,4273.9056,1,0,0.100032168921,0,0.100032168921,0.100032168921
reservoir_property_p51_r1-973bba9c487f6d73cebf,15/9-19,15/9-19 SR,4276.0392,1,0,0.101835314322,0,0.101835314322,0.101835314322
reservoir_property_p51_r1-d68e98e909894fe502d6,15/9-19,15/9-19 SR,4278.1728,1,0,0.0978155283198,0,0.0978155283198,0.0978155283198
reservoir_property_p51_r1-28b363ee45458e731cb9,15/9-19,15/9-19 SR,4280.3064,1,0,0.0937152079122,0,0.0937152079122,0.0937152079122
reservoir_property_p51_r1-f993a075275f6edf91a1,15/9-19,15/9-19 SR,4282.44,1,0,0.084873433838,0,0.084873433838,0.084873433838
reservoir_property_p51_r1-3e030bdce98d6f8dd264,15/9-19,15/9-19 SR,4284.5736,1,0,0.0897662017204,0,0.0897662017204,0.0897662017204
reservoir_property_p51_r1-7891ab9dbb0ef5c467e6,15/9-19,15/9-19 SR,4286.7072,1,0,0.0852137990332,0,0.0852137990332,0.0852137990332
reservoir_property_p51_r1-434c7020b5853ed800b6,15/9-19,15/9-19 SR,4288.8408,1,0,0.0852938444767,0,0.0852938444767,0.0852938444767
reservoir_property_p51_r1-9e714c3b24a10192ce2e,15/9-19,15/9-19 SR,4290.9744,1,0,0.0879169506276,0,0.0879169506276,0.0879169506276
reservoir_property_p51_r1-86ac012091ab82f4544d,15/9-19,15/9-19 SR,4293.108,1,0,0.0649762025944,0,0.0649762025944,0.0649762025944
reservoir_property_p51_r1-30bf9051d53730f79a53,15/9-19,15/9-19 SR,4295.2416,1,0,0.0644087091904,0,0.0644087091904,0.0644087091904
reservoir_property_p51_r1-ab62a2045b781330f8c6,15/9-19,15/9-19 SR,4297.375,1,0,0.0483732447256,0,0.0483732447256,0.0483732447256
reservoir_property_p51_r1-e0a592a358fb01109913,15/9-19,15/9-19 SR,4299.5088,1,0,0.0375957695232,0,0.0375957695232,0.0375957695232
reservoir_property_p51_r1-aad3053a7097065a6859,15/9-F-1,15/9-F-1 A,3430.6,3,0.019999999553,0.048102054297,0.019999999553,0.048102054297,0.048102054297
reservoir_property_p51_r1-75ae061e8f9000495219,15/9-F-1,15/9-F-1 A,3432.6,3,0.019999999553,0.00465289079962,0.019999999553,0.00465289079962,0.00465289079962
reservoir_property_p51_r1-0a608aa6cdb2229c0489,15/9-F-1,15/9-F-1 A,3434.6,3,0.102200001478,0.0875575099203,0.102200001478,0.0875575099203,0.0875575099203
reservoir_property_p51_r1-6910121701041a982dc0,15/9-F-1,15/9-F-1 A,3436.6,3,0.190400004387,0.167670904127,0.190400004387,0.167670904127,0.167670904127
reservoir_property_p51_r1-f9474c1ca000994ce73a,15/9-F-1,15/9-F-1 A,3438.6,3,0.143399998546,0.135799362465,0.143399998546,0.135799362465,0.135799362465
reservoir_property_p51_r1-9bb7f858c0054bd2f092,15/9-F-1,15/9-F-1 A,3440.6,3,0.042500000447,0.121412286036,0.042500000447,0.121412286036,0.121412286036
reservoir_property_p51_r1-134adcc7a7ef74b8b1fd,15/9-F-1,15/9-F-1 A,3442.6,3,0.171100005507,0.147891536568,0.171100005507,0.147891536568,0.147891536568
reservoir_property_p51_r1-a5ef3e955e2caf730929,15/9-F-1,15/9-F-1 A,3444.6,3,0.201900005341,0.167585751495,0.201900005341,0.167585751495,0.167585751495
reservoir_property_p51_r1-c21a8e20da38350152a2,15/9-F-1,15/9-F-1 A,3446.6,3,0.141499996185,0.156542098587,0.141499996185,0.156542098587,0.156542098587
reservoir_property_p51_r1-6789f2fc7722bf724393,15/9-F-1,15/9-F-1 A,3448.6,3,0.225799992681,0.15030560707,0.225799992681,0.15030560707,0.15030560707
reservoir_property_p51_r1-9b3bf10d1cd101b1abdb,15/9-F-1,15/9-F-1 A,3450.6,3,0.0863000005484,0.136019233633,0.0863000005484,0.136019233633,0.136019233633
reservoir_property_p51_r1-cc78df5177291bcc05fe,15/9-F-1,15/9-F-1 A,3452.6,3,0.163100004196,0.112298019463,0.163100004196,0.112298019463,0.112298019463
reservoir_property_p51_r1-6404c6ada7cc14ccd560,15/9-F-1,15/9-F-1 A,3454.6,3,0.13369999826,0.153621857197,0.13369999826,0.153621857197,0.153621857197
reservoir_property_p51_r1-d569b961f92e47de34ec,15/9-F-1,15/9-F-1 A,3456.6,3,0.222599998116,0.184950193473,0.222599998116,0.184950193473,0.184950193473
reservoir_property_p51_r1-3d30c8bbdf16298b333d,15/9-F-1,15/9-F-1 A,3458.6,3,0.167600005865,0.155396064198,0.167600005865,0.155396064198,0.155396064198
reservoir_property_p51_r1-c771e76ce1b55bf86b75,15/9-F-1,15/9-F-1 A,3460.6,3,0.187600001693,0.156227234951,0.187600001693,0.156227234951,0.156227234951
